顧客名,商品名,注文数,注文金額
ミハ ユモヨヤ,bb12596,1,13400
ミハ ユモヨヤ,dq12539,3,41100
ミハ ユモヨヤ,jl10110,1,20500
ミハ ユモヨヤ,lv11934,2,20400
ミハ ユモヨヤ,zz11549,2,46800
チト ヘクタセ,ua12429,2,39000
フンサ ハエネコ,cy12247,1,18400
フンサ ハエネコ,mq10435,3,60600
セサノモ アチユヲ,bt10514,2,32400
セサノモ アチユヲ,nu12020,3,30300
セサノモ アチユヲ,zr11591,1,13800
イヨサホ ネンヨノ,fg11525,3,53400
イヨサホ ネンヨノ,ig10014,2,34600
イヨサホ ネンヨノ,ox12526,1,16800
イヨサホ ネンヨノ,ss11266,1,25600
イヨサホ ネンヨノ,wb11222,2,44000
イヨサホ ネンヨノ,xz11987,1,1276
ササキ ワホソ,je12918,2,3864
ササキ ワホソ,rc11357,1,1170
ササキ ワホソ,wi11664,1,14500
メン ホヘコ,al10853,2,4072
メン ホヘコ,cb12121,2,7200
メン ホヘコ,gr12946,1,28000
トムス ヒヌオ,bt10514,1,16200
トムス ヒヌオ,fe12982,3,21900
トムス ヒヌオ,fu10782,1,17300
トムス ヒヌオ,ru12187,2,14800
ハムキン メツウ,ao10468,2,49600
ハムキン メツウ,hz11671,1,12000
マニ スネテソ,al10853,2,4072
マニ スネテソ,pf11818,3,78300
ホワ ホセヤ,ei12005,2,2670
ツイ ヲヤニ,be12802,3,84000
ツイ ヲヤニ,fm10815,3,61200
メトマ エクヤオ,id10598,2,44800
ヲネ トセヘエ,eu10325,1,13200
ヲネ トセヘエ,jj11930,3,54300
ヲネ トセヘエ,lp10967,3,85800
ヲネ トセヘエ,xi12657,2,39800
ムナキウ クエニ,lu12530,3,51600
ムナキウ クエニ,ow12609,3,33600
ムナキウ クエニ,pl11533,1,1562
ムナキウ クエニ,td11051,3,87300
ヒテ ナムユン,ch12616,1,5500
ヒテ ナムユン,ga12349,2,45200
ヒテ ナムユン,vw11888,1,3600
ヒテ ナムユン,yl10024,1,26900
ヤカ ソヲメミ,fv11293,1,727
ヤカ ソヲメミ,ob11620,3,83100
ヤカ ソヲメミ,vb12826,2,15200
スモミフ モハミユ,si10388,3,44700
スモミフ モハミユ,tp12567,3,44700
ツワ クママ,aw11608,2,17200
マエ ミセケ,ir11728,2,4400
エトケウ ワヒ,hb10710,1,7200
エトケウ ワヒ,po12994,2,41400
エトケウ ワヒ,vv11830,3,23100
ニアヒ サム,cc10678,3,36300
ニアヒ サム,cl11167,1,14900
ニアヒ サム,pc10241,2,40000
スハエ テク,gt11756,2,56000
スハエ テク,tt12769,1,3900
スハエ テク,zs11143,3,21600
クナキ トホチサ,qc10750,1,26900
ムニ ユムキ,ay10607,3,2508
ムニ ユムキ,ip12985,1,25300
ムニ ユムキ,kh10859,3,6057
ムニ ユムキ,td10184,2,35200
スホ ハツテ,ab11093,3,8700
スホ ハツテ,eb10455,2,7600
スホ ハツテ,kr12646,2,33400
ンセユ モイケ,ci10529,3,71400
ンセユ モイケ,de11171,2,35000
ンセユ モイケ,gq12658,1,18900
ンセユ モイケ,np10341,1,1641
ノエセ ンヲオス,zp12656,2,4688
ンヤソ コケ,aa12107,1,19500
ンヤソ コケ,jj12528,3,84300
ンヤソ コケ,pg11925,2,2548
ニホオ テタサ,pt10242,3,51600
ニホオ テタサ,rj11663,2,4752
ニホオ テタサ,yu11494,3,80400
ワオテオ ヒツホ,kt10932,2,2068
ワオテオ ヒツホ,qr11760,2,27600
ホイタニ イモワテ,ct10127,2,1754
ホイタニ イモワテ,is10133,2,58200
ホイタニ イモワテ,kg11254,1,2293
ホイタニ イモワテ,sg12706,1,21700
ワア ユケテ,dm10235,2,28400
ワア ユケテ,jm10883,2,52200
ワア ユケテ,lv11329,2,3328
ネスキ ノカセ,ir11917,3,40800
ネスキ ノカセ,mv10630,3,51000
ネスキ ノカセ,pn10898,1,12100
ネスキ ノカセ,zb12038,1,25700
サム ユスヌサ,il12221,1,25700
サム ユスヌサ,tc11844,2,34800
サム ユスヌサ,wo10759,3,82200
タヤア ニシヲ,cy12955,1,19400
タヤア ニシヲ,hi11557,2,3600
タヤア ニシヲ,vz12001,1,29200
メクセム ニミテヒ,hy10708,1,8500
メクセム ニミテヒ,ig12636,3,3600
メクセム ニミテヒ,ov10845,3,12900
メクセム ニミテヒ,yo11585,3,5313
ノヨヲ シナイ,cn10610,2,4698
ノヨヲ シナイ,dp11421,3,69600
ノヨヲ シナイ,el12887,3,3672
ノヨヲ シナイ,sg11451,3,83100
ノヨヲ シナイ,wq12944,3,47700
ノヨヲ シナイ,xa10156,1,25500
ヒワミ ミメオオ,er12046,1,27300
ヒワミ ミメオオ,jj12528,1,28100
ヒワミ ミメオオ,qe12851,1,2400
ウホハ エウオヌ,pz10159,2,44200
ウホハ エウオヌ,xm11578,2,37000
トハセ ノキ,df11336,1,24000
トハセ ノキ,dr10038,1,4100
トハセ ノキ,il11852,1,22200
トハセ ノキ,km12030,1,2274
メエ ケカイ,ey12581,2,31000
メエ ケカイ,ly11337,3,45000
メエ ケカイ,wt12463,1,2489
ユニニ ハナキ,kz12018,1,15000
ユニニ ハナキ,qv11871,3,75300
ユニニ ハナキ,yp12357,3,39000
ミカオシ ヒミクキ,cs12585,3,33000
ミカオシ ヒミクキ,qy10768,1,607
ミカオシ ヒミクキ,yb11380,2,6200
ノニ シイヨイ,ci10975,3,58800
ノニ シイヨイ,gy11443,3,35400
ノニ シイヨイ,qw12177,3,84900
ノニ シイヨイ,vt11485,1,21300
ヌケ コハホ,gs13000,1,11500
ヌケ コハホ,uc12489,1,29000
サムヒ ヤユユヌ,jg12300,3,61200
サムヒ ヤユユヌ,ns10814,3,25500
サムヒ ヤユユヌ,qw10715,2,40200
サムヒ ヤユユヌ,ts10358,3,72900
ウヘコ シフ,di11742,3,35400
ウヘコ シフ,is10133,3,87300
ヨム ソウ,an11694,2,23200
ヨム ソウ,vv12236,1,5400
コテカ ナムユサ,cg12926,3,4206
コテカ ナムユサ,kf10412,2,22800
コテカ ナムユサ,ta10628,3,24900
クイ ワオマテ,ep11658,3,6993
クイ ワオマテ,gk11469,1,23800
チントカ トヒ,cw12850,1,14400
チントカ トヒ,ko12004,1,1453
チントカ トヒ,xb12787,2,41400
ワアトミ ホタオト,dj11997,3,42600
ワアトミ ホタオト,em10035,2,4934
ワアトミ ホタオト,id10032,1,5200
ワアトミ ホタオト,om10086,1,27500
ワアトミ ホタオト,xp12394,1,26300
ワアトミ ホタオト,yw12443,3,5442
ヨタカヒ アハテ,wr12890,3,4248
ユオサ コナノ,rj12514,3,51900
メセオ ウユ,cx10238,3,84000
メセオ ウユ,fu10782,3,51900
ンチハ ネンニ,kc12913,1,10500
ヒミヘ サヲンク,me11515,3,43500
ヒミヘ サヲンク,yi11405,1,17300
ワセ セマワオ,ck12041,3,36300
ワセ セマワオ,gq11251,1,29000
チナ ヨヤ,ge12935,3,50700
チナ ヨヤ,le11041,3,69000
チナ ヨヤ,pc10955,3,2532
チナ ヨヤ,xa12572,3,22800
ココ ワメ,su12420,3,79500
ツサユ オヌモ,bt10954,3,2271
ツサユ オヌモ,kr11298,3,68100
ツサユ オヌモ,ll12661,3,2508
ツサユ オヌモ,qk12153,3,64200
ツサユ オヌモ,yr11828,2,40200
イワ ヒソ,tt11793,2,29200
イワ ヒソ,wd12954,1,5800
ンウメミ ウニ,ld10495,1,14100
ンウメミ ウニ,us11390,3,52200
タオ ンエヘ,em12551,2,58000
タオ ンエヘ,hv12367,3,56400
タオ ンエヘ,jn10239,2,49800
テヲオケ タハ,le10317,1,612
テヲオケ タハ,zi11942,2,5400
ヒカケ ノタ,jc11180,1,16900
ソヒキ シノキ,aa11629,2,41800
ソヒキ シノキ,ah11388,1,17400
ソヒキ シノキ,gp10009,2,14800
ソヒキ シノキ,hw12356,2,2400
イユテ ケアヤシ,yc10843,2,3520
スソ ムメ,gl12611,3,16200
スソ ムメ,hj10301,3,78300
スソ ムメ,ib11567,3,30600
スソ ムメ,ko11197,2,25000
スソ ムメ,wz10907,2,1932
ウヲ サコケニ,ht11582,1,1993
ウヲ サコケニ,lb11482,1,12200
ウヲ サコケニ,my11692,2,39600
ミユ オイフ,wc12196,1,23200
コワ ナンタハ,gk11469,1,23800
コワ ナンタハ,ll11345,3,43200
コワ ナンタハ,on10343,3,83700
ヨテニ モキ,er11980,3,73800
ヨテニ モキ,sl10366,3,57000
ヨテニ モキ,wd11096,3,86100
ヤヘセ キツメテ,wh10707,2,29600
ヤヘセ キツメテ,xp11417,3,79800
ンツコヲ ムエケソ,ct10127,1,877
ンツコヲ ムエケソ,mh12131,3,77700
タワ コイアヲ,dp12588,2,23800
タワ コイアヲ,gw11988,3,43500
ケソウ カメ,aa12330,3,40800
ケソウ カメ,aq10143,2,41400
ケソウ カメ,ch12616,3,16500
ケソウ カメ,co11189,3,5760
ケソウ カメ,da11277,2,10400
ケソウ カメ,dq10974,2,47400
ケソウ カメ,pv11519,2,46000
ケソウ カメ,sg10538,1,25400
ケソウ カメ,wa11946,3,24600
カヘ サノ,qw12176,3,61500
カヌテチ ニヤヨコ,ks10449,3,3831
ネツ コキ,os10525,1,28500
アサヒソ メムニワ,gj11754,2,52000
アサヒソ メムニワ,mm11438,2,28000
アサヒソ メムニワ,qx10329,1,9500
エムチ フヒマヨ,pw12704,3,69900
エムチ フヒマヨ,wv12297,1,7100
セサ クノヌ,fa12359,1,5300
セサ クノヌ,hi10146,3,51900
ワワ ヌンヘホ,ta11160,3,81000
ヨヌメヒ ホヨケ,et12014,1,4100
ヨヌメヒ ホヨケ,jg12718,3,37200
ヨヌメヒ ホヨケ,kr10424,3,30300
ヨヌメヒ ホヨケ,ne11332,3,4968
チオニコ ムヌ,aj13000,3,1956
チオニコ ムヌ,ck10480,3,42300
チオニコ ムヌ,ku11948,3,24000
フフムホ アホセオ,eb10114,3,85800
フフムホ アホセオ,pg10033,1,17200
フフムホ アホセオ,xe11228,1,10000
ヲミ フケハ,bm11792,1,14600
ヲミ フケハ,bm11792,2,29200
ヲミ フケハ,hf10959,2,36000
ヲミ フケハ,md12593,1,858
ヲミ フケハ,mp10928,1,15700
モセホ モヨ,lj10166,1,15900
モセホ モヨ,lo12820,3,2652
モセホ モヨ,tp12567,2,29800
トセス ヨア,ev10675,3,58500
トセス ヨア,mc11286,1,6600
トセス ヨア,sb10123,3,72300
トセス ヨア,uo11648,2,19000
ヒスヤ テオネ,cq12210,3,4200
ヒスヤ テオネ,jx10870,2,24200
ヒスヤ テオネ,ti11331,1,1631
ヒスヤ テオネ,vr11778,3,67500
センイ ケヲ,ro12649,3,32100
センイ ケヲ,xe10259,1,13000
マソヘコ ヒメヘユ,ck10480,1,14100
マソヘコ ヒメヘユ,fh11062,2,4796
マソヘコ ヒメヘユ,re11681,1,26800
マソヘコ ヒメヘユ,ta11160,2,54000
サヤオム キンノヨ,jj11490,1,9300
サヤオム キンノヨ,kw10636,2,47200
サヤオム キンノヨ,pa11311,2,27800
サテ ノトカア,dc10458,3,14700
サテ ノトカア,gg10410,2,48000
サテ ノトカア,hu12227,2,19600
サテ ノトカア,is10133,3,87300
サテ ノトカア,li12188,3,9900
サテ ノトカア,ts10358,1,24300
フア ウキ,du10303,2,1236
フア ウキ,fy11872,2,23400
フア ウキ,hl12034,3,88500
フア ウキ,xi10689,3,4545
メチセコ ホム,df10447,2,31600
メチセコ ホム,ll12661,3,2508
メチセコ ホム,vs11538,3,39600
メチセコ ホム,wc12196,3,69600
アオ ヲト,lj10166,1,15900
セサソヤ ユフウ,xi10901,1,12700
カタアン セストモ,au10436,1,26000
カタアン セストモ,my11753,1,22300
ヌスモユ ウヤ,hb10710,1,7200
ヌスモユ ウヤ,og12391,2,58400
ヌスモユ ウヤ,vf10987,3,10500
ヌスモユ ウヤ,yb12307,2,11400
テワ ミミフヤ,kr10080,1,21300
テワ ミミフヤ,oj10257,3,40800
テワ ミミフヤ,yw11115,3,57600
ケホ ヲヤ,rm12840,3,7377
ミウ ハニチオ,me12617,2,3226
ミウ ハニチオ,qj11025,1,2100
ミウ ハニチオ,xl12411,1,18000
ミウ ハニチオ,zi10659,2,39200
ホモ ニサヨス,kk10906,2,1860
ホモ ニサヨス,ol12978,2,43400
イアモ ヌナ,xh10565,1,25100
コフヨカ ムヲヨ,iz11176,1,19200
コフヨカ ムヲヨ,wk11683,2,4572
コフヨカ ムヲヨ,wq12944,3,47700
コフヨカ ムヲヨ,xy10230,1,1018
コフヨカ ムヲヨ,yb12873,1,22800
カムワオ ンニハ,wc12123,1,1061
エオ ヤホホテ,qg11776,3,60300
エオ ヤホホテ,qu11491,1,24600
エオ ヤホホテ,vb11614,1,3100
チモ ヘヘテ,kr11091,2,11800
チモ ヘヘテ,px11894,1,1300
ウイヲ ノアコミ,cq10738,1,12800
ウイヲ ノアコミ,dl11271,2,42600
ウイヲ ノアコミ,ff12133,1,22200
ウイヲ ノアコミ,iz11974,2,33800
ウイヲ ノアコミ,ty12980,1,28300
ウイヲ ノアコミ,tz11711,3,53100
ニアフニ イコユ,oe12417,3,4074
ニアフニ イコユ,pg11925,1,1274
ニアフニ イコユ,qh10404,2,39200
ニアフニ イコユ,qj11073,1,25600
ニアフニ イコユ,qj11821,1,27000
テニモ ヘフハサ,cl12492,3,3081
テニモ ヘフハサ,ei10770,1,28900
テニモ ヘフハサ,yv11762,1,1357
ミスメシ ケカクナ,ll12661,1,836
ミスメシ ケカクナ,tm11960,3,4800
アノ ニメニマ,py10430,1,1370
アノ ニメニマ,ru10359,2,6000
アノ ニメニマ,wd12954,1,5800
アノ ニメニマ,ze10751,1,19100
ニセテホ コウタ,ep11273,2,1712
ニセテホ コウタ,jm10130,1,1774
ニセテホ コウタ,rh12216,3,73800
ムクコ ムヘオ,po11851,3,84600
ムクコ ムヘオ,sg10673,2,14800
ムクコ ムヘオ,uk10684,3,39000
ムクコ ムヘオ,xk12540,1,5600
ウモ ンカク,nm11979,2,28800
シチチム ツナノワ,pp12669,2,37600
シチチム ツナノワ,rm12819,2,57800
シチチム ツナノワ,ya10521,1,7300
シチチム ツナノワ,zx11169,2,47000
キヌイ ヤヒク,us12746,2,46400
キヌイ ヤヒク,vk12485,2,55400
エヤソニ ケヤ,dp10652,2,1340
エヤソニ ケヤ,gh12322,1,4300
エヤソニ ケヤ,gq11054,1,23100
エヤソニ ケヤ,tf11163,3,4413
エヤソニ ケヤ,zg11849,1,3200
ンオ マヘハ,ar12029,3,44100
ンオ マヘハ,wb12655,3,73500
セヌワ ムイヨ,dd11422,1,21700
セヌワ ムイヨ,eo10246,2,57800
セヌワ ムイヨ,st12523,3,56100
ウナ ママスウ,ph12233,1,3100
ウナ ママスウ,zt12273,3,23100
ヨウヲ ホヨ,bm11125,3,5646
ヨウヲ ホヨ,ec12838,1,18600
ヨウヲ ホヨ,jg10081,3,36300
ヨウヲ ホヨ,my11496,2,4514
ヨウヲ ホヨ,px10986,1,21900
ヨウヲ ホヨ,px12965,1,18400
ナンタ トフ,hw10190,3,66000
ナンタ トフ,pw12702,3,23100
ナンタ トフ,wd12837,2,20600
ナンタ トフ,wr12690,1,1202
エナエメ サチ,ru11213,3,80700
エナエメ サチ,sb11231,1,15500
トア ツヌ,lr12622,2,5000
トア ツヌ,sc10310,3,3900
セオエ トヘ,gs12743,1,7700
セオエ トヘ,ke11272,2,54200
セオエ トヘ,nf11463,1,19500
セオエ トヘ,nh12854,3,69600
セオエ トヘ,np10844,3,81900
セオエ トヘ,ud11140,2,46800
ムシユサ ナヤケ,ic11071,2,1458
ムシユサ ナヤケ,ix10402,1,29400
ムシユサ ナヤケ,sb11231,2,31000
ムシユサ ナヤケ,za10055,3,17700
ムコウ ムタハ,sz12507,3,65400
ムコウ ムタハ,ta10559,2,24000
ムコウ ムタハ,wt10729,2,25600
オム サクト,cn10848,3,3108
オム サクト,qy12698,3,9600
オム サクト,sq10555,2,51800
オム サクト,sq10555,3,77700
オム サクト,xg12782,3,51000
トナユ ミハニ,kr10424,1,10100
トナユ ミハニ,xi12657,3,59700
ナワ ムスシ,he10304,2,3344
フミテ アモ,mo11117,1,5200
フミテ アモ,ne10749,3,58800
フミテ アモ,pz10159,2,44200
サムハコ ヤヲ,bx11535,3,7500
サムハコ ヤヲ,lr12139,3,50100
サムハコ ヤヲ,rh10207,2,1576
サムハコ ヤヲ,sz11586,3,80400
サムハコ ヤヲ,uz11553,2,34600
クタ ユノ,cn10535,2,16200
クタ ユノ,dm10662,3,51000
クタ ユノ,ux11058,3,78300
ヲホ ネチマ,fi11116,3,52500
ヲホ ネチマ,wr11791,1,22500
ヲホ ネチマ,wx11804,3,53700
テカホ トネ,pl11533,1,1562
テカホ トネ,ur12224,3,38700
テカホ トネ,ym10476,3,34500
テカホ トネ,zu11313,2,2554
サク ンヲキ,bq12036,2,31400
サク ンヲキ,mq12031,1,2400
ンワ トソ,hk10360,2,3902
ココトカ スオヌ,aq11736,3,27300
ココトカ スオヌ,ev12127,3,25200
ココトカ スオヌ,rs11316,3,5958
ンキ ユンユ,bf12203,1,13600
ンキ ユンユ,bw11385,1,20700
ンキ ユンユ,mq10274,3,41100
ンキ ユンユ,sp12831,3,56400
ンキ ユンユ,to11951,1,7200
ンキ ユンユ,wo10384,3,45600
ソヒ ヲムワイ,jm12260,2,59200
ソヒ ヲムワイ,us12855,3,5583
ツム オテメ,hz12147,2,3884
ツム オテメ,yk11639,2,2700
ケニネセ ムシフモ,ig10014,1,17300
ケニネセ ムシフモ,ik12938,3,23700
ケニネセ ムシフモ,ix10581,2,3836
ンウハ コケコ,bb10850,1,17900
ンウハ コケコ,vb10007,2,2762
コトナマ セヲウ,gt11537,1,25000
スメ モネメア,nn11141,2,6600
コケ ケスムナ,gw12053,3,4083
コケ ケスムナ,vj12712,1,2013
コケ ケスムナ,zk11900,1,3100
マヌ フキソ,km10685,3,4572
シカ ハケ,af10181,2,47400
シカ ハケ,ir11917,3,40800
シカ ハケ,ko11928,1,10800
ニンヘシ サヒトテ,hs11908,1,14700
ニンヘシ サヒトテ,sb10123,1,24100
ニンヘシ サヒトテ,vb11506,3,78600
カシア ユヒキニ,by11305,3,47700
カシア ユヒキニ,fh11138,1,4800
カシア ユヒキニ,uc11151,3,2613
アヌス ウメキ,ja11590,1,2900
アヌス ウメキ,rh12216,3,73800
アヌス ウメキ,um12502,2,3012
アヌス ウメキ,uz12903,2,42800
アヌス ウメキ,xz11633,1,2800
アヌス ウメキ,yf11635,1,18900
アヌサニ メムワテ,al10654,2,13800
アヌサニ メムワテ,qx12612,1,8700
アヌサニ メムワテ,xa10156,1,25500
ケタフ ヤチソ,al12314,3,6849
ケタフ ヤチソ,jg10081,1,12100
ケタフ ヤチソ,js10506,1,27200
ケタフ ヤチソ,kd12081,1,18300
エウソス オオヲメ,ma11636,3,31800
コタヌ ユトカマ,ap10093,3,4758
コタヌ ユトカマ,fd12418,2,24000
コタヌ ユトカマ,nj10363,1,1030
コタヌ ユトカマ,sf10031,2,43000
コタヌ ユトカマ,zn11122,2,2234
モキヒハ ノヤヒカ,pp11283,3,89700
モキヒハ ノヤヒカ,vw11502,3,26100
エテ ヌシワ,bk10821,3,28800
エテ ヌシワ,fg12114,3,86100
エテ ヌシワ,pq12480,1,15900
エテ ヌシワ,so11492,1,4200
エテ ヌシワ,zj12400,2,2332
エテ ヌシワ,zv12625,1,21400
サナミ モチ,ap10170,2,35400
サナミ モチ,nc12964,3,30000
サナミ モチ,sl11450,1,22000
サナミ モチ,xk12151,3,33600
ウクサ ヲホアム,fq11935,3,76200
ウクサ ヲホアム,hk10360,1,1951
ウクサ ヲホアム,pw10334,1,808
スシ カミ,gy12676,3,5775
スシ カミ,kv10311,3,80400
スシ カミ,tb12461,2,8400
スシ カミ,ut11229,3,62700
トヤセア シヨムユ,ok10135,1,4200
トヤセア シヨムユ,ok11487,3,21300
トヤセア シヨムユ,wn10562,3,39600
ユエテヤ チキヘ,qx10329,3,28500
ユエテヤ チキヘ,xt12862,2,48400
サミ ヤニタノ,gh12322,2,8600
サミ ヤニタノ,nj11236,3,4800
サミ ヤニタノ,th12813,3,87000
セコハ スヒ,bu10285,3,36900
セコハ スヒ,hj10131,3,50700
セコハ スヒ,hx12225,1,25200
セコハ スヒ,ip10356,3,50400
セコハ スヒ,nb10069,1,14400
セコハ スヒ,tu10952,3,4053
カテムム ヒヒイニ,bx12436,1,1520
ハス ムヨ,ao10381,3,71100
ハス ムヨ,mr10656,3,81000
ハス ムヨ,my11312,1,14900
ハス ムヨ,pv10460,3,4956
ハス ムヨ,xs11010,3,55200
ワユク エク,ns11757,2,14400
ワユク エク,sm12217,1,24700
ワユク エク,uk10929,3,84300
ワユク エク,vj12295,3,10500
ヌアア オヤ,sb11108,1,24000
ヌアア オヤ,ui11799,1,13700
ヌアア オヤ,ve10196,3,32100
サメア トヨ,ex11517,3,68100
サメア トヨ,qr10921,2,30000
サメア トヨ,se10429,2,22400
ネエ ノヲケコ,rv10882,3,5877
ケヤネス トタ,bf12203,3,40800
ケヤネス トタ,eq12250,2,11000
ナト ミオ,mq12390,1,15400
ナト ミオ,my12527,1,23500
ナト ミオ,qi12993,3,6504
ナト ミオ,yj10949,2,2386
ヤム ノクカク,ii12170,1,5700
ヤム ノクカク,jx11826,3,46800
ニツ クマミ,pt10321,1,14000
サナナ オキチヤ,ej10279,2,16200
サナナ オキチヤ,mx12066,3,76200
タマ キスヤ,de12511,1,906
タマ キスヤ,sh11806,1,18900
タマ キスヤ,yr12520,3,27300
チマムエ メメサシ,je11253,2,9400
チマムエ メメサシ,my11392,3,5604
チマムエ メメサシ,oo10380,1,7700
モフ ナノム,fz10128,1,9400
モフ ナノム,gc12332,2,19200
モフ ナノム,np10406,1,15900
チノシ ネテヘク,fh10015,2,13000
チノシ ネテヘク,nh12342,2,16200
セタ ノテン,hi11557,1,1800
セタ ノテン,sh10433,3,4263
セタ ノテン,ww12037,2,17200
セタ ノテン,yh11268,2,58600
セタ ノテン,yn10930,1,1059
フヤキ ミス,qp11376,2,6600
フヤキ ミス,ta11734,1,21700
フヤキ ミス,td10184,2,35200
